area,variable,percentile,year,value
IRL,sptincj992,p0p99,1938,0.8448
IRL,sptincj992,p0p99,1939,0.8421000000000001
IRL,sptincj992,p0p99,1940,0.8521000000000001
IRL,sptincj992,p0p99,1941,0.8540000000000001
IRL,sptincj992,p0p99,1942,0.8607
IRL,sptincj992,p0p99,1943,0.8726
IRL,sptincj992,p0p99,1944,0.8676
IRL,sptincj992,p0p99,1945,0.8712000000000001
IRL,sptincj992,p0p99,1946,0.871
IRL,sptincj992,p0p99,1947,0.8749
IRL,sptincj992,p0p99,1948,0.8824000000000001
IRL,sptincj992,p0p99,1949,0.8868
IRL,sptincj992,p0p99,1950,0.8929
IRL,sptincj992,p0p99,1951,0.8972
IRL,sptincj992,p0p99,1952,0.8945000000000001
IRL,sptincj992,p0p99,1953,0.9024000000000001
IRL,sptincj992,p0p99,1964,0.9029
IRL,sptincj992,p0p99,1965,0.9009
IRL,sptincj992,p0p99,1966,0.8992
IRL,sptincj992,p0p99,1967,0.9012
IRL,sptincj992,p0p99,1968,0.9052
IRL,sptincj992,p0p99,1969,0.9078
IRL,sptincj992,p0p99,1970,0.9082
IRL,sptincj992,p0p99,1971,0.9105000000000001
IRL,sptincj992,p0p99,1972,0.9069
IRL,sptincj992,p0p99,1973,0.9166000000000001
IRL,sptincj992,p0p99,1975,0.9108
IRL,sptincj992,p0p99,1976,0.9177000000000001
IRL,sptincj992,p0p99,1977,0.9168000000000001
IRL,sptincj992,p0p99,1978,0.9136000000000001
IRL,sptincj992,p0p99,1979,0.9018
IRL,sptincj992,p0p99,1980,0.9097000000000001
IRL,sptincj992,p0p99,1981,0.9113
IRL,sptincj992,p0p99,1982,0.9088
IRL,sptincj992,p0p99,1983,0.9079
IRL,sptincj992,p0p99,1984,0.9104000000000001
IRL,sptincj992,p0p99,1985,0.9118
IRL,sptincj992,p0p99,1986,0.9127000000000001
IRL,sptincj992,p0p99,1987,0.9125000000000001
IRL,sptincj992,p0p99,1988,0.9121
IRL,sptincj992,p0p99,1989,0.9101
IRL,sptincj992,p0p99,1990,0.9093
IRL,sptincj992,p0p99,1991,0.9055000000000001
IRL,sptincj992,p0p99,1992,0.9018
IRL,sptincj992,p0p99,1993,0.9049
IRL,sptincj992,p0p99,1994,0.9018
IRL,sptincj992,p0p99,1995,0.8988
IRL,sptincj992,p0p99,1996,0.9027000000000001
IRL,sptincj992,p0p99,1997,0.8924000000000001
IRL,sptincj992,p0p99,1998,0.8785000000000001
IRL,sptincj992,p0p99,1999,0.8823000000000001
IRL,sptincj992,p0p99,2000,0.8742000000000001
IRL,sptincj992,p0p99,2001,0.8814000000000001
IRL,sptincj992,p0p99,2002,0.8793000000000001
IRL,sptincj992,p0p99,2003,0.876
IRL,sptincj992,p0p99,2004,0.8766
IRL,sptincj992,p0p99,2005,0.8674000000000001
IRL,sptincj992,p0p99,2006,0.8649
IRL,sptincj992,p0p99,2007,0.8796
IRL,sptincj992,p0p99,2008,0.8971
IRL,sptincj992,p0p99,2009,0.8997
IRL,sptincj992,p0p99,2010,0.9009
IRL,sptincj992,p0p99,2011,0.8999
IRL,sptincj992,p0p99,2012,0.9081
IRL,sptincj992,p0p99,2013,0.8996000000000001
IRL,sptincj992,p0p99,2014,0.8966000000000001
IRL,sptincj992,p0p99,2015,0.8819
IRL,sptincj992,p0p99,2016,0.8774000000000001
IRL,sptincj992,p0p99,2017,0.8844000000000001
IRL,sptincj992,p0p99,2018,0.8755000000000001
IRL,sptincj992,p0p99,2019,0.8729
IRL,sptincj992,p0p99,2020,0.8729
IRL,sptincj992,p0p99,2021,0.8707
IRL,sptincj992,p0p99,2022,0.8703000000000001
IRL,sptincj992,p0p99,2023,0.8705
IRL,sptincj992,p0p99,2024,0.8705
IRL,sptincj992,p50p90,1922,0.368
IRL,sptincj992,p50p90,1923,0.3694
IRL,sptincj992,p50p90,1924,0.3781
IRL,sptincj992,p50p90,1925,0.3815
IRL,sptincj992,p50p90,1926,0.3885
IRL,sptincj992,p50p90,1927,0.3924
IRL,sptincj992,p50p90,1929,0.4032
IRL,sptincj992,p50p90,1930,0.4069
IRL,sptincj992,p50p90,1931,0.4029
IRL,sptincj992,p50p90,1932,0.405
IRL,sptincj992,p50p90,1933,0.3986
IRL,sptincj992,p50p90,1934,0.3998
IRL,sptincj992,p50p90,1935,0.4014
IRL,sptincj992,p50p90,1936,0.396
IRL,sptincj992,p50p90,1937,0.3967
IRL,sptincj992,p50p90,1938,0.3981
IRL,sptincj992,p50p90,1939,0.3953
IRL,sptincj992,p50p90,1940,0.3984
IRL,sptincj992,p50p90,1941,0.4022
IRL,sptincj992,p50p90,1942,0.4083
IRL,sptincj992,p50p90,1943,0.4169
IRL,sptincj992,p50p90,1944,0.4173
IRL,sptincj992,p50p90,1945,0.4219
IRL,sptincj992,p50p90,1946,0.4247
IRL,sptincj992,p50p90,1947,0.4294
IRL,sptincj992,p50p90,1948,0.4359
IRL,sptincj992,p50p90,1949,0.4409
IRL,sptincj992,p50p90,1950,0.4467
IRL,sptincj992,p50p90,1951,0.4483
IRL,sptincj992,p50p90,1952,0.4464
IRL,sptincj992,p50p90,1953,0.4497
IRL,sptincj992,p50p90,1964,0.4458
IRL,sptincj992,p50p90,1965,0.4448
IRL,sptincj992,p50p90,1966,0.4439
IRL,sptincj992,p50p90,1967,0.4449
IRL,sptincj992,p50p90,1968,0.4468
IRL,sptincj992,p50p90,1969,0.4481
IRL,sptincj992,p50p90,1970,0.4483
IRL,sptincj992,p50p90,1971,0.4494
IRL,sptincj992,p50p90,1972,0.4476
IRL,sptincj992,p50p90,1973,0.4523
IRL,sptincj992,p50p90,1975,0.4494
IRL,sptincj992,p50p90,1976,0.4527
IRL,sptincj992,p50p90,1977,0.4523
IRL,sptincj992,p50p90,1978,0.4507
IRL,sptincj992,p50p90,1979,0.4448
IRL,sptincj992,p50p90,1980,0.4584
IRL,sptincj992,p50p90,1981,0.4605
IRL,sptincj992,p50p90,1982,0.4631
IRL,sptincj992,p50p90,1983,0.4652
IRL,sptincj992,p50p90,1984,0.4651
IRL,sptincj992,p50p90,1985,0.467
IRL,sptincj992,p50p90,1986,0.4674
IRL,sptincj992,p50p90,1987,0.4708
IRL,sptincj992,p50p90,1988,0.4651
IRL,sptincj992,p50p90,1989,0.4627
IRL,sptincj992,p50p90,1990,0.4646
IRL,sptincj992,p50p90,1991,0.4638
IRL,sptincj992,p50p90,1992,0.4479
IRL,sptincj992,p50p90,1993,0.4611
IRL,sptincj992,p50p90,1994,0.4593
IRL,sptincj992,p50p90,1995,0.4584
IRL,sptincj992,p50p90,1996,0.458
IRL,sptincj992,p50p90,1997,0.44
IRL,sptincj992,p50p90,1998,0.4251
IRL,sptincj992,p50p90,1999,0.4392
IRL,sptincj992,p50p90,2000,0.4289
IRL,sptincj992,p50p90,2001,0.4367
IRL,sptincj992,p50p90,2002,0.4316
IRL,sptincj992,p50p90,2003,0.4319
IRL,sptincj992,p50p90,2004,0.4403
IRL,sptincj992,p50p90,2005,0.4264
IRL,sptincj992,p50p90,2006,0.4294
IRL,sptincj992,p50p90,2007,0.4536
IRL,sptincj992,p50p90,2008,0.4785
IRL,sptincj992,p50p90,2009,0.4599
IRL,sptincj992,p50p90,2010,0.4687
IRL,sptincj992,p50p90,2011,0.4578
IRL,sptincj992,p50p90,2012,0.4843
IRL,sptincj992,p50p90,2013,0.4769
IRL,sptincj992,p50p90,2014,0.477
IRL,sptincj992,p50p90,2015,0.4585
IRL,sptincj992,p50p90,2016,0.4491
IRL,sptincj992,p50p90,2017,0.4557
IRL,sptincj992,p50p90,2018,0.439
IRL,sptincj992,p50p90,2019,0.4348
IRL,sptincj992,p50p90,2020,0.4348
IRL,sptincj992,p50p90,2021,0.4352
IRL,sptincj992,p50p90,2022,0.4352
IRL,sptincj992,p50p90,2023,0.436
IRL,sptincj992,p50p90,2024,0.436
IRL,sptincj992,p90p100,1922,0.4418
IRL,sptincj992,p90p100,1923,0.4399
IRL,sptincj992,p90p100,1924,0.4269
IRL,sptincj992,p90p100,1925,0.4219
IRL,sptincj992,p90p100,1926,0.4116
IRL,sptincj992,p90p100,1927,0.4058
IRL,sptincj992,p90p100,1929,0.3899
IRL,sptincj992,p90p100,1930,0.3844
IRL,sptincj992,p90p100,1931,0.3905
IRL,sptincj992,p90p100,1932,0.3873
IRL,sptincj992,p90p100,1933,0.397
IRL,sptincj992,p90p100,1934,0.3952
IRL,sptincj992,p90p100,1935,0.3926
IRL,sptincj992,p90p100,1936,0.4009
IRL,sptincj992,p90p100,1937,0.3997
IRL,sptincj992,p90p100,1938,0.3976
IRL,sptincj992,p90p100,1939,0.4018
IRL,sptincj992,p90p100,1940,0.397
IRL,sptincj992,p90p100,1941,0.3914
IRL,sptincj992,p90p100,1942,0.3824
IRL,sptincj992,p90p100,1943,0.3695
IRL,sptincj992,p90p100,1944,0.3689
IRL,sptincj992,p90p100,1945,0.3621
IRL,sptincj992,p90p100,1946,0.358
IRL,sptincj992,p90p100,1947,0.351
IRL,sptincj992,p90p100,1948,0.3413
IRL,sptincj992,p90p100,1949,0.3338
IRL,sptincj992,p90p100,1950,0.3252
IRL,sptincj992,p90p100,1951,0.3227
IRL,sptincj992,p90p100,1952,0.3255
IRL,sptincj992,p90p100,1953,0.3204
IRL,sptincj992,p90p100,1964,0.3228
IRL,sptincj992,p90p100,1965,0.3236
IRL,sptincj992,p90p100,1966,0.3242
IRL,sptincj992,p90p100,1967,0.322
IRL,sptincj992,p90p100,1968,0.3183
IRL,sptincj992,p90p100,1969,0.3156
IRL,sptincj992,p90p100,1970,0.3146
IRL,sptincj992,p90p100,1971,0.3122
IRL,sptincj992,p90p100,1972,0.3143
IRL,sptincj992,p90p100,1973,0.3062
IRL,sptincj992,p90p100,1975,0.3092
IRL,sptincj992,p90p100,1976,0.3034
IRL,sptincj992,p90p100,1977,0.3033
IRL,sptincj992,p90p100,1978,0.3051
IRL,sptincj992,p90p100,1979,0.3134
IRL,sptincj992,p90p100,1980,0.3113
IRL,sptincj992,p90p100,1981,0.3073
IRL,sptincj992,p90p100,1982,0.3168
IRL,sptincj992,p90p100,1983,0.3205
IRL,sptincj992,p90p100,1984,0.3116
IRL,sptincj992,p90p100,1985,0.3088
IRL,sptincj992,p90p100,1986,0.3069
IRL,sptincj992,p90p100,1987,0.3089
IRL,sptincj992,p90p100,1988,0.3064
IRL,sptincj992,p90p100,1989,0.3077
IRL,sptincj992,p90p100,1990,0.3098
IRL,sptincj992,p90p100,1991,0.3181
IRL,sptincj992,p90p100,1992,0.3277
IRL,sptincj992,p90p100,1993,0.3235
IRL,sptincj992,p90p100,1994,0.3325
IRL,sptincj992,p90p100,1995,0.3315
IRL,sptincj992,p90p100,1996,0.3171
IRL,sptincj992,p90p100,1997,0.3339
IRL,sptincj992,p90p100,1998,0.3565
IRL,sptincj992,p90p100,1999,0.3493
IRL,sptincj992,p90p100,2000,0.3647
IRL,sptincj992,p90p100,2001,0.3537
IRL,sptincj992,p90p100,2002,0.3554
IRL,sptincj992,p90p100,2003,0.3626
IRL,sptincj992,p90p100,2004,0.3606
IRL,sptincj992,p90p100,2005,0.3709
IRL,sptincj992,p90p100,2006,0.3749
IRL,sptincj992,p90p100,2007,0.3598
IRL,sptincj992,p90p100,2008,0.3223
IRL,sptincj992,p90p100,2009,0.3251
IRL,sptincj992,p90p100,2010,0.3231
IRL,sptincj992,p90p100,2011,0.3317
IRL,sptincj992,p90p100,2012,0.3079
IRL,sptincj992,p90p100,2013,0.3237
IRL,sptincj992,p90p100,2014,0.3284
IRL,sptincj992,p90p100,2015,0.3526
IRL,sptincj992,p90p100,2016,0.3607
IRL,sptincj992,p90p100,2017,0.3476
IRL,sptincj992,p90p100,2018,0.362
IRL,sptincj992,p90p100,2019,0.3685
IRL,sptincj992,p90p100,2020,0.3685
IRL,sptincj992,p90p100,2021,0.3691
IRL,sptincj992,p90p100,2022,0.3694
IRL,sptincj992,p90p100,2023,0.3687
IRL,sptincj992,p90p100,2024,0.3687
IRL,sptincj992,p99p100,1922,0.2027
IRL,sptincj992,p99p100,1923,0.2051
IRL,sptincj992,p99p100,1924,0.192
IRL,sptincj992,p99p100,1925,0.1901
IRL,sptincj992,p99p100,1926,0.1808
IRL,sptincj992,p99p100,1927,0.1777
IRL,sptincj992,p99p100,1929,0.1657
IRL,sptincj992,p99p100,1930,0.1631
IRL,sptincj992,p99p100,1931,0.1682
IRL,sptincj992,p99p100,1932,0.1605
IRL,sptincj992,p99p100,1933,0.1706
IRL,sptincj992,p99p100,1934,0.1649
IRL,sptincj992,p99p100,1935,0.1581
IRL,sptincj992,p99p100,1936,0.1663
IRL,sptincj992,p99p100,1937,0.1615
IRL,sptincj992,p99p100,1938,0.1552
IRL,sptincj992,p99p100,1939,0.1579
IRL,sptincj992,p99p100,1940,0.1479
IRL,sptincj992,p99p100,1941,0.146
IRL,sptincj992,p99p100,1942,0.1393
IRL,sptincj992,p99p100,1943,0.1274
IRL,sptincj992,p99p100,1944,0.1324
IRL,sptincj992,p99p100,1945,0.1288
IRL,sptincj992,p99p100,1946,0.129
IRL,sptincj992,p99p100,1947,0.1251
IRL,sptincj992,p99p100,1948,0.1176
IRL,sptincj992,p99p100,1949,0.1132
IRL,sptincj992,p99p100,1950,0.1071
IRL,sptincj992,p99p100,1951,0.1028
IRL,sptincj992,p99p100,1952,0.1055
IRL,sptincj992,p99p100,1953,0.0976
IRL,sptincj992,p99p100,1964,0.0971
IRL,sptincj992,p99p100,1965,0.0991
IRL,sptincj992,p99p100,1966,0.1008
IRL,sptincj992,p99p100,1967,0.0988
IRL,sptincj992,p99p100,1968,0.0948
IRL,sptincj992,p99p100,1969,0.0922
IRL,sptincj992,p99p100,1970,0.0918
IRL,sptincj992,p99p100,1971,0.0895
IRL,sptincj992,p99p100,1972,0.0931
IRL,sptincj992,p99p100,1973,0.0834
IRL,sptincj992,p99p100,1975,0.0892
IRL,sptincj992,p99p100,1976,0.0823
IRL,sptincj992,p99p100,1977,0.0832
IRL,sptincj992,p99p100,1978,0.0864
IRL,sptincj992,p99p100,1979,0.0982
IRL,sptincj992,p99p100,1980,0.0903
IRL,sptincj992,p99p100,1981,0.0887
IRL,sptincj992,p99p100,1982,0.0912
IRL,sptincj992,p99p100,1983,0.0921
IRL,sptincj992,p99p100,1984,0.0896
IRL,sptincj992,p99p100,1985,0.0882
IRL,sptincj992,p99p100,1986,0.0873
IRL,sptincj992,p99p100,1987,0.0875
IRL,sptincj992,p99p100,1988,0.0879
IRL,sptincj992,p99p100,1989,0.0899
IRL,sptincj992,p99p100,1990,0.0907
IRL,sptincj992,p99p100,1991,0.0945
IRL,sptincj992,p99p100,1992,0.0982
IRL,sptincj992,p99p100,1993,0.0951
IRL,sptincj992,p99p100,1994,0.0982
IRL,sptincj992,p99p100,1995,0.1012
IRL,sptincj992,p99p100,1996,0.0973
IRL,sptincj992,p99p100,1997,0.1076
IRL,sptincj992,p99p100,1998,0.1215
IRL,sptincj992,p99p100,1999,0.1177
IRL,sptincj992,p99p100,2000,0.1258
IRL,sptincj992,p99p100,2001,0.1186
IRL,sptincj992,p99p100,2002,0.1207
IRL,sptincj992,p99p100,2003,0.124
IRL,sptincj992,p99p100,2004,0.1234
IRL,sptincj992,p99p100,2005,0.1326
IRL,sptincj992,p99p100,2006,0.1351
IRL,sptincj992,p99p100,2007,0.1204
IRL,sptincj992,p99p100,2008,0.1029
IRL,sptincj992,p99p100,2009,0.1003
IRL,sptincj992,p99p100,2010,0.0991
IRL,sptincj992,p99p100,2011,0.1001
IRL,sptincj992,p99p100,2012,0.0919
IRL,sptincj992,p99p100,2013,0.1004
IRL,sptincj992,p99p100,2014,0.1034
IRL,sptincj992,p99p100,2015,0.1181
IRL,sptincj992,p99p100,2016,0.1226
IRL,sptincj992,p99p100,2017,0.1156
IRL,sptincj992,p99p100,2018,0.1245
IRL,sptincj992,p99p100,2019,0.1271
IRL,sptincj992,p99p100,2020,0.1271
IRL,sptincj992,p99p100,2021,0.1293
IRL,sptincj992,p99p100,2022,0.1297
IRL,sptincj992,p99p100,2023,0.1295
IRL,sptincj992,p99p100,2024,0.1295
ISR,spllinf992,p0p100,1990,0.28740001
ISR,spllinf992,p0p100,1991,0.28740001
ISR,spllinf992,p0p100,1992,0.29390001
ISR,spllinf992,p0p100,1993,0.2974
ISR,spllinf992,p0p100,1994,0.30270001
ISR,spllinf992,p0p100,1995,0.30919999
ISR,spllinf992,p0p100,1996,0.31470001
ISR,spllinf992,p0p100,1997,0.3161
ISR,spllinf992,p0p100,1998,0.32159999
ISR,spllinf992,p0p100,1999,0.3283
ISR,spllinf992,p0p100,2000,0.333
ISR,spllinf992,p0p100,2001,0.33430001
ISR,spllinf992,p0p100,2002,0.33500001
ISR,spllinf992,p0p100,2003,0.34459999
ISR,spllinf992,p0p100,2004,0.3565
ISR,spllinf992,p0p100,2005,0.34599999
ISR,spllinf992,p0p100,2006,0.3484
ISR,spllinf992,p0p100,2007,0.35339999
ISR,spllinf992,p0p100,2008,0.34349999
ISR,spllinf992,p0p100,2009,0.3624
ISR,spllinf992,p0p100,2010,0.35589999
ISR,spllinf992,p0p100,2011,0.36840001
ISR,spllinf992,p0p100,2012,0.3671
ISR,spllinf992,p0p100,2013,0.37180001
ISR,spllinf992,p0p100,2014,0.37059999
ISR,spllinf992,p0p100,2015,0.3766
ISR,spllinf992,p0p100,2016,0.3635
ISR,spllinf992,p0p100,2017,0.38229999
ISR,spllinf992,p0p100,2018,0.37639999
ISR,spllinf992,p0p100,2019,0.37990001
ISR,spllinf992,p0p100,2020,0.3788
ISR,spllinf992,p0p100,2021,0.37709999
ISR,spllinf992,p0p100,2022,0.37630001
ISR,spllinf992,p0p100,2023,0.37450001
ISR,spllinf992,p0p100,2024,0.37720001
ISR,sptincj992,p0p100,1979,1
ISR,sptincj992,p0p100,1980,1
ISR,sptincj992,p0p100,1981,1
ISR,sptincj992,p0p100,1982,1
ISR,sptincj992,p0p100,1983,1
ISR,sptincj992,p0p100,1984,1
ISR,sptincj992,p0p100,1985,1
ISR,sptincj992,p0p100,1986,1
ISR,sptincj992,p0p100,1987,1
ISR,sptincj992,p0p100,1988,1
ISR,sptincj992,p0p100,1989,1
ISR,sptincj992,p0p100,1990,1
ISR,sptincj992,p0p100,1991,1
ISR,sptincj992,p0p100,1992,1
ISR,sptincj992,p0p100,1993,1
ISR,sptincj992,p0p100,1994,1
ISR,sptincj992,p0p100,1995,1
ISR,sptincj992,p0p100,1996,1
ISR,sptincj992,p0p100,1997,1
ISR,sptincj992,p0p100,1998,1
ISR,sptincj992,p0p100,1999,1
ISR,sptincj992,p0p100,2000,1
ISR,sptincj992,p0p100,2001,1
ISR,sptincj992,p0p100,2002,1
ISR,sptincj992,p0p100,2003,1
ISR,sptincj992,p0p100,2004,1
ISR,sptincj992,p0p100,2005,1
ISR,sptincj992,p0p100,2006,1
ISR,sptincj992,p0p100,2007,1
ISR,sptincj992,p0p100,2008,1
ISR,sptincj992,p0p100,2009,1
ISR,sptincj992,p0p100,2010,1
ISR,sptincj992,p0p100,2011,1
ISR,sptincj992,p0p100,2012,1
ISR,sptincj992,p0p100,2013,1
ISR,sptincj992,p0p100,2014,1
ISR,sptincj992,p0p100,2015,1
ISR,sptincj992,p0p100,2016,1
ISR,sptincj992,p0p100,2017,1
ISR,sptincj992,p0p100,2018,1
ISR,sptincj992,p0p100,2019,1
ISR,sptincj992,p0p100,2020,1
ISR,sptincj992,p0p100,2021,1
ISR,sptincj992,p0p100,2022,1
ISR,sptincj992,p0p100,2023,1
ISR,sptincj992,p0p100,2024,1
ISR,sptincj992,p0p50,1979,0.1342
ISR,sptincj992,p0p50,1980,0.1344
ISR,sptincj992,p0p50,1981,0.1345
ISR,sptincj992,p0p50,1982,0.1347
ISR,sptincj992,p0p50,1983,0.1348
ISR,sptincj992,p0p50,1984,0.135
ISR,sptincj992,p0p50,1985,0.1351
ISR,sptincj992,p0p50,1986,0.1353
ISR,sptincj992,p0p50,1987,0.135
ISR,sptincj992,p0p50,1988,0.1347
ISR,sptincj992,p0p50,1989,0.1345
ISR,sptincj992,p0p50,1990,0.1343
ISR,sptincj992,p0p50,1991,0.134
ISR,sptincj992,p0p50,1992,0.1338
ISR,sptincj992,p0p50,1993,0.1327
ISR,sptincj992,p0p50,1994,0.1316
ISR,sptincj992,p0p50,1995,0.1305
ISR,sptincj992,p0p50,1996,0.1295
ISR,sptincj992,p0p50,1997,0.1285
ISR,sptincj992,p0p50,1998,0.1278
ISR,sptincj992,p0p50,1999,0.1271
ISR,sptincj992,p0p50,2000,0.1264
ISR,sptincj992,p0p50,2001,0.1257
ISR,sptincj992,p0p50,2002,0.1236
ISR,sptincj992,p0p50,2003,0.1215
ISR,sptincj992,p0p50,2004,0.1195
ISR,sptincj992,p0p50,2005,0.1175
ISR,sptincj992,p0p50,2006,0.117
ISR,sptincj992,p0p50,2007,0.1166
ISR,sptincj992,p0p50,2008,0.1169
ISR,sptincj992,p0p50,2009,0.1172
ISR,sptincj992,p0p50,2010,0.1176
ISR,sptincj992,p0p50,2011,0.1185
ISR,sptincj992,p0p50,2012,0.1195
ISR,sptincj992,p0p50,2013,0.1247
ISR,sptincj992,p0p50,2014,0.1296
ISR,sptincj992,p0p50,2015,0.1312
ISR,sptincj992,p0p50,2016,0.1328
ISR,sptincj992,p0p50,2017,0.1328
ISR,sptincj992,p0p50,2018,0.1328
ISR,sptincj992,p0p50,2019,0.1328
ISR,sptincj992,p0p50,2020,0.1328
ISR,sptincj992,p0p50,2021,0.1328
ISR,sptincj992,p0p50,2022,0.1328
ISR,sptincj992,p0p50,2023,0.1328
ISR,sptincj992,p0p50,2024,0.1328
ISR,sptincj992,p0p90,1979,0.5044000000000001
ISR,sptincj992,p0p90,1980,0.505
ISR,sptincj992,p0p90,1981,0.5055000000000001
ISR,sptincj992,p0p90,1982,0.506
ISR,sptincj992,p0p90,1983,0.5065000000000001
ISR,sptincj992,p0p90,1984,0.5071
ISR,sptincj992,p0p90,1985,0.5076
ISR,sptincj992,p0p90,1986,0.5081
ISR,sptincj992,p0p90,1987,0.5062
ISR,sptincj992,p0p90,1988,0.5046
ISR,sptincj992,p0p90,1989,0.503
ISR,sptincj992,p0p90,1990,0.5015000000000001
ISR,sptincj992,p0p90,1991,0.5001
ISR,sptincj992,p0p90,1992,0.4988
ISR,sptincj992,p0p90,1993,0.4976
ISR,sptincj992,p0p90,1994,0.4964
ISR,sptincj992,p0p90,1995,0.4953
ISR,sptincj992,p0p90,1996,0.4942
ISR,sptincj992,p0p90,1997,0.4932
ISR,sptincj992,p0p90,1998,0.4918
ISR,sptincj992,p0p90,1999,0.4904
ISR,sptincj992,p0p90,2000,0.4891
ISR,sptincj992,p0p90,2001,0.4878
ISR,sptincj992,p0p90,2002,0.4854
ISR,sptincj992,p0p90,2003,0.4831
ISR,sptincj992,p0p90,2004,0.4808
ISR,sptincj992,p0p90,2005,0.4786
ISR,sptincj992,p0p90,2006,0.4791
ISR,sptincj992,p0p90,2007,0.4795
ISR,sptincj992,p0p90,2008,0.4766
ISR,sptincj992,p0p90,2009,0.4739
ISR,sptincj992,p0p90,2010,0.4712
ISR,sptincj992,p0p90,2011,0.477
ISR,sptincj992,p0p90,2012,0.4827
ISR,sptincj992,p0p90,2013,0.4926
ISR,sptincj992,p0p90,2014,0.502
ISR,sptincj992,p0p90,2015,0.505
ISR,sptincj992,p0p90,2016,0.5079
ISR,sptincj992,p0p90,2017,0.5079
ISR,sptincj992,p0p90,2018,0.5079
ISR,sptincj992,p0p90,2019,0.5079
ISR,sptincj992,p0p90,2020,0.5079
ISR,sptincj992,p0p90,2021,0.5079
ISR,sptincj992,p0p90,2022,0.5079
ISR,sptincj992,p0p90,2023,0.5079
ISR,sptincj992,p0p90,2024,0.5079
ISR,sptincj992,p0p99,1979,0.8165
ISR,sptincj992,p0p99,1980,0.8179000000000001
ISR,sptincj992,p0p99,1981,0.8193
ISR,sptincj992,p0p99,1982,0.8207
ISR,sptincj992,p0p99,1983,0.8221
ISR,sptincj992,p0p99,1984,0.8235
ISR,sptincj992,p0p99,1985,0.8248000000000001
ISR,sptincj992,p0p99,1986,0.8261000000000001
ISR,sptincj992,p0p99,1987,0.8233
ISR,sptincj992,p0p99,1988,0.8207
ISR,sptincj992,p0p99,1989,0.8182
ISR,sptincj992,p0p99,1990,0.8159000000000001
ISR,sptincj992,p0p99,1991,0.8137000000000001
ISR,sptincj992,p0p99,1992,0.8117000000000001
ISR,sptincj992,p0p99,1993,0.8115
ISR,sptincj992,p0p99,1994,0.8114
ISR,sptincj992,p0p99,1995,0.8112
ISR,sptincj992,p0p99,1996,0.8111
ISR,sptincj992,p0p99,1997,0.8109000000000001
ISR,sptincj992,p0p99,1998,0.8097000000000001
ISR,sptincj992,p0p99,1999,0.8086
ISR,sptincj992,p0p99,2000,0.8074
ISR,sptincj992,p0p99,2001,0.8062
ISR,sptincj992,p0p99,2002,0.8055
ISR,sptincj992,p0p99,2003,0.8048000000000001
ISR,sptincj992,p0p99,2004,0.8042
ISR,sptincj992,p0p99,2005,0.8035
ISR,sptincj992,p0p99,2006,0.8029000000000001
ISR,sptincj992,p0p99,2007,0.8023
ISR,sptincj992,p0p99,2008,0.8
ISR,sptincj992,p0p99,2009,0.7978000000000001
ISR,sptincj992,p0p99,2010,0.7956000000000001
ISR,sptincj992,p0p99,2011,0.8
ISR,sptincj992,p0p99,2012,0.8044
ISR,sptincj992,p0p99,2013,0.8138000000000001
ISR,sptincj992,p0p99,2014,0.8226
ISR,sptincj992,p0p99,2015,0.8269000000000001
ISR,sptincj992,p0p99,2016,0.8309000000000001
ISR,sptincj992,p0p99,2017,0.8309000000000001
ISR,sptincj992,p0p99,2018,0.8309000000000001
ISR,sptincj992,p0p99,2019,0.8309000000000001
ISR,sptincj992,p0p99,2020,0.8309000000000001
ISR,sptincj992,p0p99,2021,0.8309000000000001
ISR,sptincj992,p0p99,2022,0.8309000000000001
ISR,sptincj992,p0p99,2023,0.8309000000000001
ISR,sptincj992,p0p99,2024,0.8309000000000001
ISR,sptincj992,p50p90,1979,0.3702
ISR,sptincj992,p50p90,1980,0.3706
ISR,sptincj992,p50p90,1981,0.371
ISR,sptincj992,p50p90,1982,0.3713
ISR,sptincj992,p50p90,1983,0.3717
ISR,sptincj992,p50p90,1984,0.3721
ISR,sptincj992,p50p90,1985,0.3724
ISR,sptincj992,p50p90,1986,0.3728
ISR,sptincj992,p50p90,1987,0.3712
ISR,sptincj992,p50p90,1988,0.3698
ISR,sptincj992,p50p90,1989,0.3685
ISR,sptincj992,p50p90,1990,0.3673
ISR,sptincj992,p50p90,1991,0.3661
ISR,sptincj992,p50p90,1992,0.365
ISR,sptincj992,p50p90,1993,0.3649
ISR,sptincj992,p50p90,1994,0.3648
ISR,sptincj992,p50p90,1995,0.3648
ISR,sptincj992,p50p90,1996,0.3647
ISR,sptincj992,p50p90,1997,0.3646
ISR,sptincj992,p50p90,1998,0.364
ISR,sptincj992,p50p90,1999,0.3633
ISR,sptincj992,p50p90,2000,0.3627
ISR,sptincj992,p50p90,2001,0.3621
ISR,sptincj992,p50p90,2002,0.3618
ISR,sptincj992,p50p90,2003,0.3616
ISR,sptincj992,p50p90,2004,0.3614
ISR,sptincj992,p50p90,2005,0.3611
ISR,sptincj992,p50p90,2006,0.3621
ISR,sptincj992,p50p90,2007,0.3629
ISR,sptincj992,p50p90,2008,0.3597
ISR,sptincj992,p50p90,2009,0.3566
ISR,sptincj992,p50p90,2010,0.3537
ISR,sptincj992,p50p90,2011,0.3585
ISR,sptincj992,p50p90,2012,0.3633
ISR,sptincj992,p50p90,2013,0.3679
ISR,sptincj992,p50p90,2014,0.3723
