area,variable,percentile,year,value
DNK,sptincj992,p99p100,1986,0.0869
DNK,sptincj992,p99p100,1987,0.0853
DNK,sptincj992,p99p100,1988,0.0805
DNK,sptincj992,p99p100,1989,0.0837
DNK,sptincj992,p99p100,1990,0.0839
DNK,sptincj992,p99p100,1991,0.0835
DNK,sptincj992,p99p100,1992,0.0843
DNK,sptincj992,p99p100,1993,0.0843
DNK,sptincj992,p99p100,1994,0.0938
DNK,sptincj992,p99p100,1995,0.0952
DNK,sptincj992,p99p100,1996,0.0979
DNK,sptincj992,p99p100,1997,0.1066
DNK,sptincj992,p99p100,1998,0.1047
DNK,sptincj992,p99p100,1999,0.116
DNK,sptincj992,p99p100,2000,0.1185
DNK,sptincj992,p99p100,2001,0.1031
DNK,sptincj992,p99p100,2002,0.0977
DNK,sptincj992,p99p100,2003,0.0942
DNK,sptincj992,p99p100,2004,0.0996
DNK,sptincj992,p99p100,2005,0.1121
DNK,sptincj992,p99p100,2006,0.1169
DNK,sptincj992,p99p100,2007,0.1115
DNK,sptincj992,p99p100,2008,0.1058
DNK,sptincj992,p99p100,2009,0.0969
DNK,sptincj992,p99p100,2010,0.1164
DNK,sptincj992,p99p100,2011,0.1169
DNK,sptincj992,p99p100,2012,0.1196
DNK,sptincj992,p99p100,2013,0.1243
DNK,sptincj992,p99p100,2014,0.1314
DNK,sptincj992,p99p100,2015,0.1295
DNK,sptincj992,p99p100,2016,0.1301
DNK,sptincj992,p99p100,2017,0.1275
DNK,sptincj992,p99p100,2018,0.1265
DNK,sptincj992,p99p100,2019,0.1242
DNK,sptincj992,p99p100,2020,0.1242
DNK,sptincj992,p99p100,2021,0.1257
DNK,sptincj992,p99p100,2022,0.1259
DNK,sptincj992,p99p100,2023,0.1242
DNK,sptincj992,p99p100,2024,0.1242
EST,spllinf992,p0p100,1990,0.40740001
EST,spllinf992,p0p100,1991,0.40740001
EST,spllinf992,p0p100,1992,0.40889999
EST,spllinf992,p0p100,1993,0.4136
EST,spllinf992,p0p100,1994,0.41260001
EST,spllinf992,p0p100,1995,0.41729999
EST,spllinf992,p0p100,1996,0.42050001
EST,spllinf992,p0p100,1997,0.42399999
EST,spllinf992,p0p100,1998,0.4183
EST,spllinf992,p0p100,1999,0.4219
EST,spllinf992,p0p100,2000,0.4267
EST,spllinf992,p0p100,2001,0.4183
EST,spllinf992,p0p100,2002,0.42390001
EST,spllinf992,p0p100,2003,0.41850001
EST,spllinf992,p0p100,2004,0.4102
EST,spllinf992,p0p100,2005,0.40979999
EST,spllinf992,p0p100,2006,0.3899
EST,spllinf992,p0p100,2007,0.40490001
EST,spllinf992,p0p100,2008,0.4165
EST,spllinf992,p0p100,2009,0.435
EST,spllinf992,p0p100,2010,0.43189999
EST,spllinf992,p0p100,2011,0.41749999
EST,spllinf992,p0p100,2012,0.4086
EST,spllinf992,p0p100,2013,0.41859999
EST,spllinf992,p0p100,2014,0.43130001
EST,spllinf992,p0p100,2015,0.4208
EST,spllinf992,p0p100,2016,0.4357
EST,spllinf992,p0p100,2017,0.43470001
EST,spllinf992,p0p100,2018,0.44800001
EST,spllinf992,p0p100,2019,0.44549999
EST,spllinf992,p0p100,2020,0.4436
EST,spllinf992,p0p100,2021,0.44819999
EST,spllinf992,p0p100,2022,0.4447
EST,spllinf992,p0p100,2023,0.45609999
EST,spllinf992,p0p100,2024,0.45919999
EST,sptincj992,p0p100,1980,1
EST,sptincj992,p0p100,1981,1
EST,sptincj992,p0p100,1982,1
EST,sptincj992,p0p100,1983,1
EST,sptincj992,p0p100,1984,1
EST,sptincj992,p0p100,1985,1
EST,sptincj992,p0p100,1986,1
EST,sptincj992,p0p100,1987,1
EST,sptincj992,p0p100,1988,1
EST,sptincj992,p0p100,1989,1
EST,sptincj992,p0p100,1990,1
EST,sptincj992,p0p100,1991,1
EST,sptincj992,p0p100,1992,1
EST,sptincj992,p0p100,1993,1
EST,sptincj992,p0p100,1994,1
EST,sptincj992,p0p100,1995,1
EST,sptincj992,p0p100,1996,1
EST,sptincj992,p0p100,1997,1
EST,sptincj992,p0p100,1998,1
EST,sptincj992,p0p100,1999,1
EST,sptincj992,p0p100,2000,1
EST,sptincj992,p0p100,2001,1
EST,sptincj992,p0p100,2002,1
EST,sptincj992,p0p100,2003,1
EST,sptincj992,p0p100,2004,1
EST,sptincj992,p0p100,2005,1
EST,sptincj992,p0p100,2006,1
EST,sptincj992,p0p100,2007,1
EST,sptincj992,p0p100,2008,1
EST,sptincj992,p0p100,2009,1
EST,sptincj992,p0p100,2010,1
EST,sptincj992,p0p100,2011,1
EST,sptincj992,p0p100,2012,1
EST,sptincj992,p0p100,2013,1
EST,sptincj992,p0p100,2014,1
EST,sptincj992,p0p100,2015,1
EST,sptincj992,p0p100,2016,1
EST,sptincj992,p0p100,2017,1
EST,sptincj992,p0p100,2018,1
EST,sptincj992,p0p100,2019,1
EST,sptincj992,p0p100,2020,1
EST,sptincj992,p0p100,2021,1
EST,sptincj992,p0p100,2022,1
EST,sptincj992,p0p100,2023,1
EST,sptincj992,p0p100,2024,1
EST,sptincj992,p0p50,1980,0.2458
EST,sptincj992,p0p50,1981,0.2458
EST,sptincj992,p0p50,1982,0.2457
EST,sptincj992,p0p50,1983,0.2457
EST,sptincj992,p0p50,1984,0.2457
EST,sptincj992,p0p50,1985,0.2454
EST,sptincj992,p0p50,1986,0.2454
EST,sptincj992,p0p50,1987,0.2453
EST,sptincj992,p0p50,1988,0.2454
EST,sptincj992,p0p50,1989,0.2183
EST,sptincj992,p0p50,1990,0.1917
EST,sptincj992,p0p50,1991,0.1733
EST,sptincj992,p0p50,1992,0.1684
EST,sptincj992,p0p50,1993,0.1519
EST,sptincj992,p0p50,1994,0.1474
EST,sptincj992,p0p50,1995,0.148
EST,sptincj992,p0p50,1996,0.1505
EST,sptincj992,p0p50,1997,0.1522
EST,sptincj992,p0p50,1998,0.1589
EST,sptincj992,p0p50,1999,0.1592
EST,sptincj992,p0p50,2000,0.1519
EST,sptincj992,p0p50,2001,0.1554
EST,sptincj992,p0p50,2002,0.1491
EST,sptincj992,p0p50,2003,0.1393
EST,sptincj992,p0p50,2004,0.1513
EST,sptincj992,p0p50,2005,0.1477
EST,sptincj992,p0p50,2006,0.158
EST,sptincj992,p0p50,2007,0.1651
EST,sptincj992,p0p50,2008,0.1764
EST,sptincj992,p0p50,2009,0.1899
EST,sptincj992,p0p50,2010,0.1805
EST,sptincj992,p0p50,2011,0.1738
EST,sptincj992,p0p50,2012,0.1682
EST,sptincj992,p0p50,2013,0.1585
EST,sptincj992,p0p50,2014,0.1615
EST,sptincj992,p0p50,2015,0.1726
EST,sptincj992,p0p50,2016,0.1779
EST,sptincj992,p0p50,2017,0.18
EST,sptincj992,p0p50,2018,0.1812
EST,sptincj992,p0p50,2019,0.1662
EST,sptincj992,p0p50,2020,0.1662
EST,sptincj992,p0p50,2021,0.1624
EST,sptincj992,p0p50,2022,0.1584
EST,sptincj992,p0p50,2023,0.1628
EST,sptincj992,p0p50,2024,0.1628
EST,sptincj992,p0p90,1980,0.7629
EST,sptincj992,p0p90,1981,0.7629
EST,sptincj992,p0p90,1982,0.7629
EST,sptincj992,p0p90,1983,0.7629
EST,sptincj992,p0p90,1984,0.7629
EST,sptincj992,p0p90,1985,0.7628
EST,sptincj992,p0p90,1986,0.7628
EST,sptincj992,p0p90,1987,0.7628
EST,sptincj992,p0p90,1988,0.7628
EST,sptincj992,p0p90,1989,0.7234
EST,sptincj992,p0p90,1990,0.6753
EST,sptincj992,p0p90,1991,0.636
EST,sptincj992,p0p90,1992,0.6329
EST,sptincj992,p0p90,1993,0.5940000000000001
EST,sptincj992,p0p90,1994,0.5785
EST,sptincj992,p0p90,1995,0.5790000000000001
EST,sptincj992,p0p90,1996,0.5586
EST,sptincj992,p0p90,1997,0.5611
EST,sptincj992,p0p90,1998,0.5772
EST,sptincj992,p0p90,1999,0.5813
EST,sptincj992,p0p90,2000,0.5785
EST,sptincj992,p0p90,2001,0.5886
EST,sptincj992,p0p90,2002,0.5707
EST,sptincj992,p0p90,2003,0.5723
EST,sptincj992,p0p90,2004,0.5905
EST,sptincj992,p0p90,2005,0.5528000000000001
EST,sptincj992,p0p90,2006,0.5915
EST,sptincj992,p0p90,2007,0.6053000000000001
EST,sptincj992,p0p90,2008,0.6245
EST,sptincj992,p0p90,2009,0.6558
EST,sptincj992,p0p90,2010,0.6404000000000001
EST,sptincj992,p0p90,2011,0.6272
EST,sptincj992,p0p90,2012,0.6077
EST,sptincj992,p0p90,2013,0.6111
EST,sptincj992,p0p90,2014,0.6151
EST,sptincj992,p0p90,2015,0.6412
EST,sptincj992,p0p90,2016,0.6459
EST,sptincj992,p0p90,2017,0.6461
EST,sptincj992,p0p90,2018,0.6445000000000001
EST,sptincj992,p0p90,2019,0.5924
EST,sptincj992,p0p90,2020,0.5924
EST,sptincj992,p0p90,2021,0.5852
EST,sptincj992,p0p90,2022,0.5772
EST,sptincj992,p0p90,2023,0.5862
EST,sptincj992,p0p90,2024,0.5862
EST,sptincj992,p0p99,1980,0.9532
EST,sptincj992,p0p99,1981,0.9532
EST,sptincj992,p0p99,1982,0.9532
EST,sptincj992,p0p99,1983,0.9532
EST,sptincj992,p0p99,1984,0.9532
EST,sptincj992,p0p99,1985,0.9532
EST,sptincj992,p0p99,1986,0.9532
EST,sptincj992,p0p99,1987,0.9531000000000001
EST,sptincj992,p0p99,1988,0.9532
EST,sptincj992,p0p99,1989,0.9297000000000001
EST,sptincj992,p0p99,1990,0.9045000000000001
EST,sptincj992,p0p99,1991,0.885
EST,sptincj992,p0p99,1992,0.8873000000000001
EST,sptincj992,p0p99,1993,0.8553000000000001
EST,sptincj992,p0p99,1994,0.8439000000000001
EST,sptincj992,p0p99,1995,0.8416
EST,sptincj992,p0p99,1996,0.8181
EST,sptincj992,p0p99,1997,0.8264
EST,sptincj992,p0p99,1998,0.8452000000000001
EST,sptincj992,p0p99,1999,0.8405
EST,sptincj992,p0p99,2000,0.8486
EST,sptincj992,p0p99,2001,0.8540000000000001
EST,sptincj992,p0p99,2002,0.8363
EST,sptincj992,p0p99,2003,0.8393
EST,sptincj992,p0p99,2004,0.8461000000000001
EST,sptincj992,p0p99,2005,0.8075
EST,sptincj992,p0p99,2006,0.8448
EST,sptincj992,p0p99,2007,0.8444
EST,sptincj992,p0p99,2008,0.8693000000000001
EST,sptincj992,p0p99,2009,0.9047000000000001
EST,sptincj992,p0p99,2010,0.8899
EST,sptincj992,p0p99,2011,0.8728
EST,sptincj992,p0p99,2012,0.8580000000000001
EST,sptincj992,p0p99,2013,0.8708
EST,sptincj992,p0p99,2014,0.869
EST,sptincj992,p0p99,2015,0.8877
EST,sptincj992,p0p99,2016,0.8864000000000001
EST,sptincj992,p0p99,2017,0.8747
EST,sptincj992,p0p99,2018,0.8704000000000001
EST,sptincj992,p0p99,2019,0.8308000000000001
EST,sptincj992,p0p99,2020,0.8308000000000001
EST,sptincj992,p0p99,2021,0.8291000000000001
EST,sptincj992,p0p99,2022,0.8269000000000001
EST,sptincj992,p0p99,2023,0.8293
EST,sptincj992,p0p99,2024,0.8293
EST,sptincj992,p50p90,1980,0.5172
EST,sptincj992,p50p90,1981,0.5172
EST,sptincj992,p50p90,1982,0.5172
EST,sptincj992,p50p90,1983,0.5172
EST,sptincj992,p50p90,1984,0.5173
EST,sptincj992,p50p90,1985,0.5174
EST,sptincj992,p50p90,1986,0.5174
EST,sptincj992,p50p90,1987,0.5175000000000001
EST,sptincj992,p50p90,1988,0.5174
EST,sptincj992,p50p90,1989,0.5051
EST,sptincj992,p50p90,1990,0.4836
EST,sptincj992,p50p90,1991,0.4627
EST,sptincj992,p50p90,1992,0.4646
EST,sptincj992,p50p90,1993,0.4421
EST,sptincj992,p50p90,1994,0.4312
EST,sptincj992,p50p90,1995,0.431
EST,sptincj992,p50p90,1996,0.4081
EST,sptincj992,p50p90,1997,0.4089
EST,sptincj992,p50p90,1998,0.4183
EST,sptincj992,p50p90,1999,0.4221
EST,sptincj992,p50p90,2000,0.4266
EST,sptincj992,p50p90,2001,0.4332
EST,sptincj992,p50p90,2002,0.4215
EST,sptincj992,p50p90,2003,0.433
EST,sptincj992,p50p90,2004,0.4392
EST,sptincj992,p50p90,2005,0.4051
EST,sptincj992,p50p90,2006,0.4334
EST,sptincj992,p50p90,2007,0.4402
EST,sptincj992,p50p90,2008,0.4481
EST,sptincj992,p50p90,2009,0.4659
EST,sptincj992,p50p90,2010,0.4599
EST,sptincj992,p50p90,2011,0.4534
EST,sptincj992,p50p90,2012,0.4394
EST,sptincj992,p50p90,2013,0.4526
EST,sptincj992,p50p90,2014,0.4536
EST,sptincj992,p50p90,2015,0.4686
EST,sptincj992,p50p90,2016,0.468
EST,sptincj992,p50p90,2017,0.4661
EST,sptincj992,p50p90,2018,0.4633
EST,sptincj992,p50p90,2019,0.4262
EST,sptincj992,p50p90,2020,0.4262
EST,sptincj992,p50p90,2021,0.4228
EST,sptincj992,p50p90,2022,0.4187
EST,sptincj992,p50p90,2023,0.4234
EST,sptincj992,p50p90,2024,0.4234
EST,sptincj992,p90p100,1980,0.2371
EST,sptincj992,p90p100,1981,0.2371
EST,sptincj992,p90p100,1982,0.2371
EST,sptincj992,p90p100,1983,0.2371
EST,sptincj992,p90p100,1984,0.2371
EST,sptincj992,p90p100,1985,0.2372
EST,sptincj992,p90p100,1986,0.2372
EST,sptincj992,p90p100,1987,0.2372
EST,sptincj992,p90p100,1988,0.2372
EST,sptincj992,p90p100,1989,0.2766
EST,sptincj992,p90p100,1990,0.3247
EST,sptincj992,p90p100,1991,0.364
EST,sptincj992,p90p100,1992,0.3671
EST,sptincj992,p90p100,1993,0.406
EST,sptincj992,p90p100,1994,0.4215
EST,sptincj992,p90p100,1995,0.421
EST,sptincj992,p90p100,1996,0.4414
EST,sptincj992,p90p100,1997,0.4389
EST,sptincj992,p90p100,1998,0.4228
EST,sptincj992,p90p100,1999,0.4187
EST,sptincj992,p90p100,2000,0.4215
EST,sptincj992,p90p100,2001,0.4114
EST,sptincj992,p90p100,2002,0.4293
EST,sptincj992,p90p100,2003,0.4277
EST,sptincj992,p90p100,2004,0.4095
EST,sptincj992,p90p100,2005,0.4472
EST,sptincj992,p90p100,2006,0.4085
EST,sptincj992,p90p100,2007,0.3947
EST,sptincj992,p90p100,2008,0.3755
EST,sptincj992,p90p100,2009,0.3442
EST,sptincj992,p90p100,2010,0.3596
EST,sptincj992,p90p100,2011,0.3728
EST,sptincj992,p90p100,2012,0.3923
EST,sptincj992,p90p100,2013,0.3889
EST,sptincj992,p90p100,2014,0.3849
EST,sptincj992,p90p100,2015,0.3588
EST,sptincj992,p90p100,2016,0.3541
EST,sptincj992,p90p100,2017,0.3539
EST,sptincj992,p90p100,2018,0.3555
EST,sptincj992,p90p100,2019,0.4076
EST,sptincj992,p90p100,2020,0.4076
EST,sptincj992,p90p100,2021,0.4148
EST,sptincj992,p90p100,2022,0.4228
EST,sptincj992,p90p100,2023,0.4138
EST,sptincj992,p90p100,2024,0.4138
EST,sptincj992,p99p100,1980,0.0468
EST,sptincj992,p99p100,1981,0.0468
EST,sptincj992,p99p100,1982,0.0468
EST,sptincj992,p99p100,1983,0.0468
EST,sptincj992,p99p100,1984,0.0468
EST,sptincj992,p99p100,1985,0.0468
EST,sptincj992,p99p100,1986,0.0468
EST,sptincj992,p99p100,1987,0.0469
EST,sptincj992,p99p100,1988,0.0468
EST,sptincj992,p99p100,1989,0.0703
EST,sptincj992,p99p100,1990,0.0955
EST,sptincj992,p99p100,1991,0.115
EST,sptincj992,p99p100,1992,0.1127
EST,sptincj992,p99p100,1993,0.1447
EST,sptincj992,p99p100,1994,0.1561
EST,sptincj992,p99p100,1995,0.1584
EST,sptincj992,p99p100,1996,0.1819
EST,sptincj992,p99p100,1997,0.1736
EST,sptincj992,p99p100,1998,0.1548
EST,sptincj992,p99p100,1999,0.1595
EST,sptincj992,p99p100,2000,0.1514
EST,sptincj992,p99p100,2001,0.146
EST,sptincj992,p99p100,2002,0.1637
EST,sptincj992,p99p100,2003,0.1607
EST,sptincj992,p99p100,2004,0.1539
EST,sptincj992,p99p100,2005,0.1925
EST,sptincj992,p99p100,2006,0.1552
EST,sptincj992,p99p100,2007,0.1556
EST,sptincj992,p99p100,2008,0.1307
EST,sptincj992,p99p100,2009,0.0953
EST,sptincj992,p99p100,2010,0.1101
EST,sptincj992,p99p100,2011,0.1272
EST,sptincj992,p99p100,2012,0.142
EST,sptincj992,p99p100,2013,0.1292
EST,sptincj992,p99p100,2014,0.131
EST,sptincj992,p99p100,2015,0.1123
EST,sptincj992,p99p100,2016,0.1136
EST,sptincj992,p99p100,2017,0.1253
EST,sptincj992,p99p100,2018,0.1296
EST,sptincj992,p99p100,2019,0.1692
EST,sptincj992,p99p100,2020,0.1692
EST,sptincj992,p99p100,2021,0.1709
EST,sptincj992,p99p100,2022,0.1731
EST,sptincj992,p99p100,2023,0.1707
EST,sptincj992,p99p100,2024,0.1707
ESP,spllinf992,p0p100,1990,0.26030001
ESP,spllinf992,p0p100,1991,0.26030001
ESP,spllinf992,p0p100,1992,0.26699999
ESP,spllinf992,p0p100,1993,0.27329999
ESP,spllinf992,p0p100,1994,0.2649
ESP,spllinf992,p0p100,1995,0.2674
ESP,spllinf992,p0p100,1996,0.2728
ESP,spllinf992,p0p100,1997,0.27079999
ESP,spllinf992,p0p100,1998,0.28389999
ESP,spllinf992,p0p100,1999,0.27200001
ESP,spllinf992,p0p100,2000,0.2899
ESP,spllinf992,p0p100,2001,0.3046
ESP,spllinf992,p0p100,2002,0.3127
ESP,spllinf992,p0p100,2003,0.32069999
ESP,spllinf992,p0p100,2004,0.3265
ESP,spllinf992,p0p100,2005,0.3335
ESP,spllinf992,p0p100,2006,0.3461
ESP,spllinf992,p0p100,2007,0.3497
ESP,spllinf992,p0p100,2008,0.35949999
ESP,spllinf992,p0p100,2009,0.37940001
ESP,spllinf992,p0p100,2010,0.3748
ESP,spllinf992,p0p100,2011,0.3768
ESP,spllinf992,p0p100,2012,0.3818
ESP,spllinf992,p0p100,2013,0.38640001
ESP,spllinf992,p0p100,2014,0.3892
ESP,spllinf992,p0p100,2015,0.39899999
ESP,spllinf992,p0p100,2016,0.40599999
ESP,spllinf992,p0p100,2017,0.40110001
ESP,spllinf992,p0p100,2018,0.3951
ESP,spllinf992,p0p100,2019,0.40149999
ESP,spllinf992,p0p100,2020,0.41150001
ESP,spllinf992,p0p100,2021,0.40509999
ESP,spllinf992,p0p100,2022,0.4118
ESP,spllinf992,p0p100,2023,0.41580001
ESP,spllinf992,p0p100,2024,0.41949999
ESP,sptincj992,p0p100,1820,1
ESP,sptincj992,p0p100,1850,1
ESP,sptincj992,p0p100,1880,1
ESP,sptincj992,p0p100,1900,1
ESP,sptincj992,p0p100,1910,1
ESP,sptincj992,p0p100,1920,1
ESP,sptincj992,p0p100,1930,1
ESP,sptincj992,p0p100,1933,1
ESP,sptincj992,p0p100,1934,1
ESP,sptincj992,p0p100,1935,1
ESP,sptincj992,p0p100,1940,1
ESP,sptincj992,p0p100,1941,1
ESP,sptincj992,p0p100,1942,1
ESP,sptincj992,p0p100,1943,1
ESP,sptincj992,p0p100,1944,1
ESP,sptincj992,p0p100,1945,1
ESP,sptincj992,p0p100,1946,1
ESP,sptincj992,p0p100,1947,1
ESP,sptincj992,p0p100,1948,1
ESP,sptincj992,p0p100,1949,1
ESP,sptincj992,p0p100,1950,1
ESP,sptincj992,p0p100,1951,1
ESP,sptincj992,p0p100,1952,1
ESP,sptincj992,p0p100,1953,1
ESP,sptincj992,p0p100,1954,1
ESP,sptincj992,p0p100,1955,1
ESP,sptincj992,p0p100,1957,1
ESP,sptincj992,p0p100,1958,1
ESP,sptincj992,p0p100,1959,1
ESP,sptincj992,p0p100,1960,1
ESP,sptincj992,p0p100,1961,1
ESP,sptincj992,p0p100,1970,1
ESP,sptincj992,p0p100,1971,1
ESP,sptincj992,p0p100,1980,1
ESP,sptincj992,p0p100,1981,1
ESP,sptincj992,p0p100,1982,1
ESP,sptincj992,p0p100,1983,1
ESP,sptincj992,p0p100,1984,1
ESP,sptincj992,p0p100,1985,1
ESP,sptincj992,p0p100,1986,1
ESP,sptincj992,p0p100,1987,1
ESP,sptincj992,p0p100,1988,1
ESP,sptincj992,p0p100,1989,1
ESP,sptincj992,p0p100,1990,1
ESP,sptincj992,p0p100,1991,1
ESP,sptincj992,p0p100,1992,1
ESP,sptincj992,p0p100,1993,1
ESP,sptincj992,p0p100,1994,1
ESP,sptincj992,p0p100,1995,1
ESP,sptincj992,p0p100,1996,1
ESP,sptincj992,p0p100,1997,1
ESP,sptincj992,p0p100,1998,1
ESP,sptincj992,p0p100,1999,1
ESP,sptincj992,p0p100,2000,1
ESP,sptincj992,p0p100,2001,1
ESP,sptincj992,p0p100,2002,1
ESP,sptincj992,p0p100,2003,1
ESP,sptincj992,p0p100,2004,1
ESP,sptincj992,p0p100,2005,1
ESP,sptincj992,p0p100,2006,1
ESP,sptincj992,p0p100,2007,1
ESP,sptincj992,p0p100,2008,1
ESP,sptincj992,p0p100,2009,1
ESP,sptincj992,p0p100,2010,1
ESP,sptincj992,p0p100,2011,1
ESP,sptincj992,p0p100,2012,1
ESP,sptincj992,p0p100,2013,1
ESP,sptincj992,p0p100,2014,1
ESP,sptincj992,p0p100,2015,1
ESP,sptincj992,p0p100,2016,1
ESP,sptincj992,p0p100,2017,1
ESP,sptincj992,p0p100,2018,1
ESP,sptincj992,p0p100,2019,1
ESP,sptincj992,p0p100,2020,1
ESP,sptincj992,p0p100,2021,1
ESP,sptincj992,p0p100,2022,1
ESP,sptincj992,p0p100,2023,1
ESP,sptincj992,p0p100,2024,1
ESP,sptincj992,p0p50,1820,0.1748
ESP,sptincj992,p0p50,1850,0.1725
ESP,sptincj992,p0p50,1880,0.1713
ESP,sptincj992,p0p50,1900,0.1621
ESP,sptincj992,p0p50,1910,0.167
ESP,sptincj992,p0p50,1920,0.1854
ESP,sptincj992,p0p50,1930,0.2019
ESP,sptincj992,p0p50,1933,0.2031
ESP,sptincj992,p0p50,1934,0.2026
ESP,sptincj992,p0p50,1935,0.2016
ESP,sptincj992,p0p50,1940,0.2019
ESP,sptincj992,p0p50,1941,0.2016
ESP,sptincj992,p0p50,1942,0.2026
ESP,sptincj992,p0p50,1943,0.2019
ESP,sptincj992,p0p50,1944,0.2026
ESP,sptincj992,p0p50,1945,0.2034
ESP,sptincj992,p0p50,1946,0.2025
ESP,sptincj992,p0p50,1947,0.2037
ESP,sptincj992,p0p50,1948,0.2043
ESP,sptincj992,p0p50,1949,0.2039
ESP,sptincj992,p0p50,1950,0.2055
ESP,sptincj992,p0p50,1951,0.2062
ESP,sptincj992,p0p50,1952,0.2057
ESP,sptincj992,p0p50,1953,0.2052
ESP,sptincj992,p0p50,1954,0.2051
ESP,sptincj992,p0p50,1955,0.2058
ESP,sptincj992,p0p50,1957,0.2056
ESP,sptincj992,p0p50,1958,0.2062
ESP,sptincj992,p0p50,1959,0.2056
ESP,sptincj992,p0p50,1960,0.2068
ESP,sptincj992,p0p50,1961,0.2075
ESP,sptincj992,p0p50,1970,0.2074
ESP,sptincj992,p0p50,1971,0.2085
ESP,sptincj992,p0p50,1980,0.2031
ESP,sptincj992,p0p50,1981,0.2041
ESP,sptincj992,p0p50,1982,0.2041
ESP,sptincj992,p0p50,1983,0.2055
ESP,sptincj992,p0p50,1984,0.205
ESP,sptincj992,p0p50,1985,0.1999
ESP,sptincj992,p0p50,1986,0.1957
ESP,sptincj992,p0p50,1987,0.1942
ESP,sptincj992,p0p50,1988,0.1928
ESP,sptincj992,p0p50,1989,0.1896
ESP,sptincj992,p0p50,1990,0.1894
ESP,sptincj992,p0p50,1991,0.1924
ESP,sptincj992,p0p50,1992,0.1964
ESP,sptincj992,p0p50,1993,0.199
ESP,sptincj992,p0p50,1994,0.1959
ESP,sptincj992,p0p50,1995,0.1931
ESP,sptincj992,p0p50,1996,0.1952
ESP,sptincj992,p0p50,1997,0.2012
ESP,sptincj992,p0p50,1998,0.199
ESP,sptincj992,p0p50,1999,0.1971
ESP,sptincj992,p0p50,2000,0.2024
ESP,sptincj992,p0p50,2001,0.2036
ESP,sptincj992,p0p50,2002,0.2046
ESP,sptincj992,p0p50,2003,0.2034
ESP,sptincj992,p0p50,2004,0.2045
ESP,sptincj992,p0p50,2005,0.2061
ESP,sptincj992,p0p50,2006,0.2059
ESP,sptincj992,p0p50,2007,0.2046
ESP,sptincj992,p0p50,2008,0.2036
ESP,sptincj992,p0p50,2009,0.1995
ESP,sptincj992,p0p50,2010,0.2062
ESP,sptincj992,p0p50,2011,0.2065
ESP,sptincj992,p0p50,2012,0.2087
ESP,sptincj992,p0p50,2013,0.2062
ESP,sptincj992,p0p50,2014,0.2054
ESP,sptincj992,p0p50,2015,0.2037
ESP,sptincj992,p0p50,2016,0.2023
ESP,sptincj992,p0p50,2017,0.2063
ESP,sptincj992,p0p50,2018,0.2107
ESP,sptincj992,p0p50,2019,0.2122
ESP,sptincj992,p0p50,2020,0.2122
ESP,sptincj992,p0p50,2021,0.2122
ESP,sptincj992,p0p50,2022,0.2133
ESP,sptincj992,p0p50,2023,0.2136
ESP,sptincj992,p0p50,2024,0.2136
ESP,sptincj992,p0p90,1820,0.5158
ESP,sptincj992,p0p90,1850,0.5092
ESP,sptincj992,p0p90,1880,0.506
ESP,sptincj992,p0p90,1900,0.4772
ESP,sptincj992,p0p90,1910,0.4897
ESP,sptincj992,p0p90,1920,0.5434
ESP,sptincj992,p0p90,1930,0.6368
ESP,sptincj992,p0p90,1933,0.6408
ESP,sptincj992,p0p90,1934,0.6391
ESP,sptincj992,p0p90,1935,0.6361
ESP,sptincj992,p0p90,1940,0.6371
ESP,sptincj992,p0p90,1941,0.636
ESP,sptincj992,p0p90,1942,0.6391
ESP,sptincj992,p0p90,1943,0.6368
ESP,sptincj992,p0p90,1944,0.6392
ESP,sptincj992,p0p90,1945,0.6417
ESP,sptincj992,p0p90,1946,0.6389
ESP,sptincj992,p0p90,1947,0.6426000000000001
ESP,sptincj992,p0p90,1948,0.6446000000000001
ESP,sptincj992,p0p90,1949,0.6432
ESP,sptincj992,p0p90,1950,0.6482
ESP,sptincj992,p0p90,1951,0.6504
ESP,sptincj992,p0p90,1952,0.6489
ESP,sptincj992,p0p90,1953,0.6475000000000001
ESP,sptincj992,p0p90,1954,0.6469
ESP,sptincj992,p0p90,1955,0.6494
ESP,sptincj992,p0p90,1957,0.6485000000000001
ESP,sptincj992,p0p90,1958,0.6506000000000001
ESP,sptincj992,p0p90,1959,0.6487
ESP,sptincj992,p0p90,1960,0.6525000000000001
ESP,sptincj992,p0p90,1961,0.6544
ESP,sptincj992,p0p90,1970,0.6544
ESP,sptincj992,p0p90,1971,0.655
ESP,sptincj992,p0p90,1980,0.6507000000000001
ESP,sptincj992,p0p90,1981,0.6531
ESP,sptincj992,p0p90,1982,0.6511
ESP,sptincj992,p0p90,1983,0.6517000000000001
ESP,sptincj992,p0p90,1984,0.6507000000000001
ESP,sptincj992,p0p90,1985,0.6483
ESP,sptincj992,p0p90,1986,0.6364000000000001
ESP,sptincj992,p0p90,1987,0.6357
ESP,sptincj992,p0p90,1988,0.6328
ESP,sptincj992,p0p90,1989,0.6266
ESP,sptincj992,p0p90,1990,0.633
ESP,sptincj992,p0p90,1991,0.6399
ESP,sptincj992,p0p90,1992,0.6474000000000001
ESP,sptincj992,p0p90,1993,0.6532
ESP,sptincj992,p0p90,1994,0.6476000000000001
ESP,sptincj992,p0p90,1995,0.6448
ESP,sptincj992,p0p90,1996,0.6463
ESP,sptincj992,p0p90,1997,0.657
ESP,sptincj992,p0p90,1998,0.6561
